id,intervention,sex,age,college,year,loc_1_bl,loc_2_bl,loc_3_bl,loc_4_bl,loc_5_bl,loc_6_bl,loc_7_bl,loc_8_bl,loc_9_bl,loc_10_bl,loc_1_fu,loc_2_fu,loc_3_fu,loc_4_fu,loc_5_fu,loc_6_fu,loc_7_fu,loc_8_fu,loc_9_fu,loc_10_fu,eff_1_bl,eff_2_bl,eff_3_bl,eff_4_bl,eff_5_bl,eff_1_fu,eff_2_fu,eff_3_fu,eff_4_fu,eff_5_fu
948,0,0,20,2,2,2,5,5,4,2,1,2,5,5,4,2,5,5,2,2,3,2,2,3,4,3,2,3,3,3,1,4,5,1,1
949,0,1,20,2,1,2,3,3,1,2,5,4,4,2,1,3,3,2,2,2,4,4,2,3,1,4,3,3,4,2,2,2,3,1,1
950,0,0,21,2,1,4,4,2,2,4,3,5,3,4,3,3,4,3,2,2,3,3,3,4,3,2,1,1,1,1,3,2,3,1,1
951,0,1,18,2,2,5,2,3,3,3,4,2,5,5,3,3,3,4,2,4,3,3,4,1,2,4,5,3,5,5,1,2,2,2,1
952,1,0,20,2,2,4,5,3,4,1,3,1,3,5,4,3,4,3,3,4,4,2,5,4,2,2,1,3,1,3,1,2,2,1,2
953,0,1,22,2,4,2,1,1,1,5,5,3,1,1,1,2,3,3,4,3,4,3,3,1,4,2,3,3,3,3,2,3,2,1,1
954,0,0,21,2,1,5,5,5,5,1,2,2,3,4,4,4,1,3,4,4,3,3,2,2,3,1,2,1,2,3,2,1,3,2,3
955,0,1,20,2,2,5,4,3,4,3,1,1,5,4,5,3,3,3,2,2,3,4,5,4,4,1,1,1,1,1,1,1,1,3,1
956,1,0,22,2,2,5,5,5,3,3,2,5,2,5,2,5,3,3,5,2,4,4,4,3,4,4,4,3,3,2,3,3,1,1,1
957,0,1,22,2,2,1,4,4,2,4,1,1,3,3,5,2,4,1,4,4,3,4,1,3,4,4,4,4,2,2,1,3,1,3,2
958,0,0,22,2,4,5,2,2,4,2,3,3,4,3,3,5,3,3,4,4,3,2,3,3,4,2,2,1,4,4,2,3,1,2,2
959,0,1,21,2,4,4,3,1,2,4,3,3,2,1,3,4,2,2,4,3,2,3,2,4,2,4,3,2,4,3,1,1,1,3,1
960,1,0,19,2,3,2,2,1,3,5,4,5,1,3,2,4,3,4,3,3,4,4,3,3,4,1,1,1,1,1,3,3,1,1,3
961,0,1,18,2,1,5,3,5,3,3,4,3,3,3,4,2,4,2,2,3,3,3,2,2,3,3,3,4,4,3,1,2,2,2,2
962,1,0,18,2,3,2,3,2,3,3,4,1,3,2,1,3,4,3,3,4,3,3,5,5,4,4,5,5,5,5,2,2,3,2,2
963,0,1,21,2,2,4,1,5,4,3,3,2,3,3,2,3,1,3,5,3,3,3,3,3,3,5,4,3,3,2,3,1,1,3,1
964,0,0,20,2,4,1,3,2,3,2,1,2,1,3,4,3,4,2,3,3,3,3,2,2,2,1,1,2,3,1,1,4,2,2,1
965,0,1,20,2,4,1,3,2,2,4,4,4,1,4,2,3,2,2,4,3,4,4,3,4,3,3,5,4,5,5,1,2,1,2,3
966,0,0,19,2,3,4,5,5,3,1,3,1,5,3,2,4,5,3,2,3,3,3,2,2,4,4,4,3,4,3,2,2,2,1,2
967,1,1,22,2,4,1,3,1,3,5,2,3,2,4,4,3,5,4,4,3,2,2,5,1,4,3,2,1,3,1,2,3,3,3,2
968,0,0,18,2,2,2,1,1,3,5,5,3,1,1,2,3,3,2,2,4,3,3,4,3,2,5,5,5,5,4,2,3,1,2,1
969,1,1,20,2,4,4,5,1,3,5,1,4,3,3,3,4,4,3,4,4,4,5,2,3,4,1,2,3,1,2,3,2,3,2,2
970,1,0,22,2,3,2,5,3,4,4,4,5,2,3,5,3,2,3,3,4,1,4,5,5,3,5,5,5,5,5,1,1,2,2,3
971,1,1,20,2,2,2,2,1,1,5,5,5,1,1,2,2,3,3,4,4,2,5,3,5,2,2,2,3,1,3,1,2,1,3,2
972,0,0,22,2,3,4,1,5,5,2,2,2,5,2,5,2,3,3,5,3,2,3,3,3,5,3,4,5,3,3,1,1,2,4,1
973,1,1,22,2,4,3,1,1,3,3,5,5,3,1,1,2,3,4,5,4,2,4,5,3,3,2,1,2,2,3,1,2,2,3,2
974,0,0,22,2,3,1,3,3,1,3,5,3,1,3,3,5,3,2,3,2,2,3,3,3,5,5,5,4,5,3,3,2,2,2,2
975,1,1,18,2,3,1,1,1,4,5,5,5,1,1,1,4,4,5,4,5,4,2,3,4,2,5,4,4,4,5,3,2,3,4,4
976,0,0,18,2,1,2,2,1,2,4,3,3,2,1,2,3,3,3,3,1,3,2,3,3,1,1,3,4,1,2,1,2,1,1,1
977,0,1,19,2,4,3,4,1,5,3,2,5,3,4,4,4,5,3,3,4,4,4,4,4,4,1,1,1,1,1,3,3,1,2,3
978,1,0,19,2,4,4,5,3,3,3,2,3,2,4,5,4,3,4,3,4,3,4,3,3,3,3,1,2,2,2,4,2,1,1,3
979,0,1,22,2,3,1,1,1,1,5,5,5,1,1,1,3,3,2,4,2,3,3,3,4,5,3,2,1,3,2,2,1,2,1,1
980,1,0,18,2,1,4,2,3,1,4,5,2,4,4,3,4,2,2,4,3,4,3,2,4,4,3,2,1,1,2,3,1,1,3,3
981,1,1,18,2,4,5,4,3,4,2,1,4,3,5,2,2,4,2,4,4,4,4,3,2,4,5,3,5,3,4,1,5,1,2,4
982,0,0,20,2,2,3,2,5,4,2,3,3,1,3,4,4,4,3,1,4,3,4,4,3,3,4,3,3,4,4,3,2,1,1,2
983,0,1,18,2,3,5,5,2,4,3,1,2,5,5,5,2,3,2,4,4,3,1,4,3,3,2,2,3,2,1,1,1,1,2,3
984,1,0,21,2,4,5,4,5,5,4,2,2,5,4,5,4,3,3,3,4,2,4,5,5,4,5,5,5,5,5,3,2,1,2,3
985,1,1,20,2,2,2,2,2,1,5,3,3,2,1,1,3,4,4,3,4,1,2,3,3,4,5,4,4,5,4,1,3,1,1,1
986,1,0,22,2,4,2,3,3,2,3,1,3,3,2,3,3,3,4,5,3,4,4,4,3,4,3,2,1,2,2,1,2,2,4,1
987,0,1,22,2,2,5,5,5,5,1,1,2,5,5,5,4,3,2,3,2,3,2,2,1,3,5,4,5,5,5,2,2,1,3,1
988,0,0,20,2,3,4,3,3,4,3,2,4,3,4,3,2,4,3,2,2,2,3,2,3,3,3,2,3,2,3,2,2,3,1,2
989,1,1,22,2,4,1,3,1,1,4,5,5,2,1,2,2,2,4,3,5,2,3,3,3,5,2,2,2,2,2,1,1,2,2,3
990,1,0,20,2,4,2,1,4,5,3,3,3,2,2,1,4,5,4,4,5,2,5,2,2,3,5,3,5,4,5,4,4,3,2,3
991,0,1,18,2,1,3,4,3,4,1,4,4,2,4,5,3,5,4,3,3,2,3,5,1,1,3,2,1,1,2,1,2,1,2,2
992,0,0,21,2,3,4,4,4,3,4,5,4,3,3,5,2,4,4,3,3,3,3,3,1,3,4,4,3,4,5,1,3,3,2,2
993,0,1,19,2,2,3,4,5,4,1,2,3,2,2,3,3,2,2,3,2,3,2,4,2,5,4,4,2,3,2,2,2,1,1,1
994,1,0,18,2,4,4,4,5,3,2,3,2,3,2,5,4,5,4,5,5,4,4,3,3,4,4,3,4,2,3,3,4,1,4,4
995,0,1,22,2,4,2,1,3,1,3,3,2,1,2,3,4,2,3,3,4,4,4,2,3,2,2,5,5,4,3,2,1,1,3,3
996,0,0,18,2,2,4,5,4,5,2,1,1,4,1,5,3,3,3,4,4,4,3,1,3,4,1,1,1,2,2,2,2,1,2,2
997,0,1,22,2,3,4,5,5,2,3,3,3,3,3,3,2,1,1,2,4,2,3,2,4,4,5,2,2,2,3,2,1,1,2,3
998,0,0,21,2,1,2,3,2,1,2,4,3,5,1,1,4,3,4,3,5,2,2,4,1,2,4,3,4,3,2,2,4,3,2,3
999,0,1,18,2,1,2,4,5,5,1,1,3,5,3,4,1,3,2,3,3,4,1,5,2,2,2,5,3,4,4,1,3,2,1,1
1000,0,0,21,2,4,1,4,3,1,4,3,3,5,2,2,3,3,4,1,4,4,1,3,1,3,5,4,2,3,3,1,3,3,1,3
1001,0,1,22,3,2,2,2,1,4,4,1,3,3,3,2,2,4,3,2,2,3,4,3,3,3,5,3,3,3,3,1,2,2,1,1
1002,0,0,22,3,4,5,3,5,5,5,1,3,2,1,5,2,4,1,2,4,2,2,2,5,3,4,4,4,3,1,2,3,1,2,2
1003,0,1,22,3,2,3,4,2,3,2,3,4,1,4,1,2,4,3,1,3,2,2,4,3,3,3,1,1,2,2,2,2,2,1,2
1004,0,0,22,3,1,5,2,5,5,3,2,1,5,4,4,4,3,2,3,4,3,5,4,3,2,3,5,4,4,4,2,1,2,2,2
1005,1,1,20,3,3,1,4,4,4,4,5,4,4,1,5,3,4,3,3,4,3,4,3,3,5,1,1,2,3,2,3,1,2,1,3
1006,0,0,18,3,2,3,4,5,2,4,3,1,3,4,5,1,3,2,4,2,3,2,3,3,2,2,1,2,1,2,1,2,1,3,1
1007,0,1,21,3,1,4,3,4,3,2,4,4,2,2,1,2,3,3,3,2,1,2,3,4,3,5,5,5,4,4,1,2,1,1,1
1008,0,0,20,3,4,2,1,3,3,3,5,5,1,4,4,3,1,5,2,3,4,3,4,3,2,3,5,4,5,4,2,2,3,2,1
1009,0,1,21,3,2,1,1,3,1,2,5,4,1,1,2,3,2,3,3,5,3,3,4,3,2,4,4,3,1,3,1,1,3,3,3
1010,0,0,19,3,3,4,5,5,2,4,1,2,2,4,2,2,3,3,4,3,4,3,3,4,4,3,1,2,3,3,2,2,2,3,1
1011,1,1,20,3,4,5,4,4,4,1,3,1,4,5,4,2,5,2,3,3,3,3,4,2,3,3,3,1,2,3,1,3,2,1,2
1012,1,0,22,3,4,5,3,4,4,2,2,2,5,5,4,2,4,5,3,5,3,5,5,4,1,2,2,1,3,2,2,2,4,2,3
1013,0,1,19,3,1,3,3,2,5,1,5,3,5,3,4,3,4,3,3,1,2,4,2,4,2,4,3,2,2,3,2,2,1,3,1
1014,1,0,18,3,2,3,3,3,3,2,2,3,2,2,2,4,3,2,4,3,3,5,3,3,5,5,5,4,3,3,2,1,1,2,1
1015,1,1,20,3,4,4,5,4,4,1,1,3,5,5,5,5,3,3,3,4,3,3,4,4,5,3,2,3,3,3,3,2,1,1,3
1016,1,0,19,3,3,1,4,3,3,3,3,4,5,4,3,4,3,3,3,3,3,4,2,3,3,4,3,3,2,5,2,2,3,3,1
1017,0,1,21,3,2,5,2,3,3,5,4,5,1,1,1,4,4,1,2,1,5,5,4,3,4,1,1,2,3,1,4,1,1,1,1
1018,1,0,20,3,3,3,4,5,2,3,3,3,1,1,2,3,4,4,3,4,4,4,4,4,4,4,5,4,5,4,2,2,2,1,2
1019,0,1,20,3,4,2,3,3,4,2,3,2,4,5,3,3,2,3,2,4,3,3,2,3,3,3,3,2,3,4,2,1,3,1,2
1020,0,0,22,3,3,2,2,3,4,5,1,2,5,4,4,3,2,3,5,1,2,1,2,4,2,4,3,5,2,3,1,2,1,3,1
1021,0,1,22,3,1,3,2,1,2,5,4,5,2,2,1,2,4,4,4,2,4,1,4,3,4,4,4,4,4,5,2,2,4,1,1
1022,0,0,18,3,3,4,5,4,3,3,1,4,1,4,5,2,5,1,3,3,3,3,3,3,1,5,4,5,3,5,2,3,1,2,3
1023,0,1,21,3,2,4,1,5,2,1,3,2,4,1,3,4,1,3,4,3,3,3,5,3,4,3,3,1,3,3,3,1,2,4,3
1024,1,0,21,3,3,2,2,5,5,1,2,1,3,1,1,4,4,3,3,4,2,4,3,3,3,2,2,2,1,1,2,2,2,1,2
1025,1,1,20,3,3,4,2,5,3,3,3,4,3,2,3,3,2,3,3,2,4,5,4,3,4,3,3,3,4,3,3,1,1,2,1
1026,1,0,19,3,1,2,5,5,5,3,2,2,3,1,4,3,2,4,1,3,3,3,2,2,2,3,2,1,4,4,2,1,2,1,2
1027,1,1,19,3,3,5,4,2,5,3,2,2,5,5,4,4,3,3,3,2,4,3,4,4,3,3,2,3,4,4,3,3,1,1,2
1028,0,0,22,3,3,2,2,1,1,5,5,3,1,1,1,3,4,5,3,5,3,5,4,3,3,4,3,1,3,3,2,3,3,1,3
1029,0,1,21,3,4,3,4,2,4,4,5,3,3,3,5,5,2,2,3,3,4,4,5,2,4,1,1,1,2,2,3,1,2,2,2
1030,1,0,19,3,4,4,2,3,3,2,5,1,3,1,5,3,4,4,5,3,3,4,3,4,5,3,4,4,3,4,1,4,3,4,3
1031,0,1,18,3,2,4,4,1,2,3,3,3,2,3,3,3,3,3,3,5,2,1,4,3,4,4,1,3,2,2,2,2,2,1,3
1032,1,0,18,3,4,3,2,3,4,5,2,5,1,3,1,3,4,3,2,3,3,1,3,5,4,5,4,4,5,4,1,3,1,1,1
1033,1,1,19,3,4,1,1,1,1,5,5,5,1,1,1,4,3,4,3,3,4,2,3,3,5,2,3,3,1,3,3,2,1,1,1
1034,0,0,22,3,4,3,5,3,5,4,4,3,2,3,4,4,4,1,2,3,1,4,1,3,3,3,4,3,4,1,2,3,1,2,2
1035,1,1,21,3,4,3,4,5,3,2,4,4,3,1,1,4,1,5,1,4,4,4,3,4,3,1,2,1,3,2,2,1,2,1,2
1036,0,0,22,3,1,3,2,1,3,4,3,4,2,3,2,4,2,5,1,2,2,2,4,4,3,2,1,4,2,2,2,1,5,2,1
1037,1,1,18,3,4,1,1,1,1,5,4,5,2,1,1,5,3,3,3,3,3,3,2,4,3,5,4,5,3,3,4,1,2,2,1
1038,0,0,21,3,1,2,2,2,2,4,5,2,3,2,1,2,3,5,2,2,4,2,2,4,3,2,5,5,4,4,4,1,3,1,1
1039,1,1,20,3,1,2,2,5,2,2,3,3,3,4,4,4,4,3,4,5,4,4,4,3,2,2,2,1,2,2,2,2,2,3,4
1040,1,0,20,3,4,5,4,3,4,1,1,2,4,4,5,3,4,4,5,3,4,4,4,1,3,1,2,1,1,2,1,2,2,4,2
1041,0,1,20,3,3,2,4,4,4,1,2,3,3,1,5,4,1,3,4,3,3,4,3,3,2,5,2,5,3,3,3,1,1,3,2
1042,0,0,19,3,1,1,3,1,1,2,5,5,3,1,1,4,2,3,2,2,2,1,2,4,4,4,4,5,5,3,2,1,1,1,1
1043,1,1,19,3,3,3,2,5,3,4,2,3,1,1,4,3,4,2,2,3,4,4,5,3,5,4,4,3,4,3,2,2,1,1,2
1044,1,0,20,3,3,3,3,4,3,2,3,4,4,3,3,5,2,1,4,2,3,4,1,5,4,4,3,3,3,3,2,1,1,3,1
1045,0,1,19,3,4,5,3,5,4,3,1,3,2,3,2,3,2,4,2,2,2,3,3,4,3,5,4,5,3,3,3,1,3,3,1
1046,0,0,20,3,2,1,1,1,1,4,3,5,1,1,1,3,2,3,3,1,4,2,3,3,2,3,2,2,3,4,1,1,1,3,1
1047,0,1,20,3,4,2,5,3,4,3,3,3,5,5,4,3,3,4,3,3,4,3,2,3,3,1,1,1,1,1,1,3,3,2,1
1048,0,0,20,3,2,1,2,2,4,4,5,1,3,2,3,4,4,2,5,3,1,3,4,3,2,1,2,2,3,3,3,3,1,2,1
1049,1,1,20,3,2,4,3,5,3,1,1,3,4,1,4,4,2,4,5,1,2,4,4,2,2,4,4,4,4,3,1,2,2,4,1
1050,1,0,22,3,4,4,4,3,5,1,3,1,5,3,5,3,3,3,4,3,4,2,4,4,4,3,2,1,2,2,1,1,2,2,1
1051,0,1,22,3,4,2,1,3,2,1,3,4,4,1,1,3,4,3,3,2,4,3,3,3,3,1,2,2,1,1,2,3,2,2,1
1052,1,0,21,3,2,5,3,4,2,1,3,1,5,3,2,4,1,5,3,4,4,1,4,2,4,3,4,5,3,4,3,2,4,1,1
1053,0,1,22,3,4,3,1,2,1,5,3,5,1,3,3,2,4,4,2,1,2,2,5,2,2,4,3,3,3,2,1,4,3,1,1
1054,1,0,19,3,2,4,3,2,3,3,4,4,3,2,3,3,3,5,5,4,4,4,5,4,2,2,4,4,4,4,3,2,3,2,2
1055,1,1,18,3,3,5,4,4,5,2,4,1,4,1,3,4,4,5,3,3,3,3,3,3,1,3,4,3,1,2,3,3,3,2,2
1056,0,0,21,3,4,2,1,3,3,3,3,5,2,2,2,2,2,3,4,4,4,3,3,3,3,1,2,2,2,1,2,1,3,3,3
1057,1,1,21,3,3,5,3,5,3,4,2,4,3,4,4,3,2,2,3,4,4,3,4,3,2,1,1,2,2,1,2,2,2,2,3
1058,0,0,21,3,1,1,1,4,3,5,3,4,5,2,2,3,3,3,1,3,2,3,4,2,3,4,2,1,2,2,2,2,3,1,2
1059,1,1,20,3,3,2,5,3,3,1,4,2,1,4,4,4,4,3,5,3,3,4,4,4,3,2,2,2,2,2,3,2,1,3,1
1060,1,0,19,3,3,4,5,5,4,1,2,4,4,4,2,4,4,5,5,4,3,3,3,3,4,1,2,3,3,3,2,2,2,4,2
1061,1,1,21,3,2,4,4,5,5,1,3,1,5,4,3,4,2,3,3,2,4,5,3,5,3,3,2,3,5,2,2,2,2,2,2
1062,0,0,20,3,3,1,2,4,5,3,2,1,4,2,2,2,2,3,2,2,4,1,4,3,1,4,3,2,4,2,2,2,1,1,1
1063,0,1,18,3,4,2,1,1,1,5,5,4,2,1,1,3,4,4,4,4,5,5,3,3,4,4,3,5,3,4,3,3,3,3,3
1064,1,0,19,3,2,1,1,4,1,3,2,5,1,4,3,4,1,5,3,4,5,4,1,3,4,2,3,2,1,2,3,1,1,1,4
1065,0,1,19,3,1,1,1,1,1,4,5,5,1,1,1,4,4,2,3,2,4,4,3,3,2,2,2,3,1,3,3,1,2,2,2
1066,1,0,19,3,4,4,4,5,2,1,2,1,3,2,5,3,3,2,5,3,2,4,4,4,3,3,2,2,2,4,2,1,1,3,1
1067,0,1,22,3,1,5,5,1,3,4,2,4,1,3,4,4,4,1,3,3,4,3,3,4,3,3,5,5,4,3,2,2,1,1,3
1068,1,0,21,3,3,4,5,4,4,2,1,2,2,5,5,4,3,3,5,4,4,4,2,5,4,1,4,1,3,3,3,2,1,3,2
1069,0,1,19,3,4,2,5,2,4,3,5,4,2,5,1,2,3,1,3,2,4,3,4,3,3,3,1,1,1,2,3,1,1,3,1
1070,1,0,22,3,4,1,5,2,2,1,2,1,4,5,3,2,3,5,4,3,5,2,4,2,3,5,3,5,4,2,1,1,4,2,3
1071,1,1,19,3,1,2,1,4,3,4,4,3,5,3,2,5,4,4,4,4,5,2,4,3,4,3,2,2,1,1,2,2,2,2,2
1072,0,0,22,3,4,2,3,5,5,2,3,4,3,2,4,4,3,2,2,4,2,3,3,3,4,3,3,4,4,3,4,2,1,1,3
1073,0,1,18,3,4,3,3,3,3,5,5,3,3,3,3,4,3,2,2,2,1,3,2,4,4,3,2,3,2,3,2,1,1,1,1
1074,0,0,19,3,4,4,1,4,4,3,4,2,4,1,5,4,3,4,4,3,3,4,3,2,1,3,4,4,3,3,4,2,3,2,4
1075,1,1,18,3,3,2,1,3,1,4,5,5,4,5,3,3,3,2,4,5,3,3,5,3,2,1,2,1,2,2,2,2,1,3,5
1076,0,0,22,3,1,2,1,4,1,5,5,5,2,2,3,1,3,3,4,3,2,4,4,3,2,3,1,1,1,1,1,1,1,2,2
1077,1,1,19,3,4,2,2,2,2,4,5,5,1,4,2,1,5,1,2,4,5,3,4,3,4,4,4,3,4,4,1,3,1,1,2
1078,0,0,20,3,2,5,5,2,5,2,3,1,2,4,4,4,3,3,4,1,2,2,4,3,3,3,4,5,5,4,3,1,1,3,1
1079,0,1,19,3,2,1,4,3,4,1,2,1,4,4,5,2,1,3,2,4,4,2,3,4,4,3,1,3,1,4,2,1,2,1,2
1080,0,0,22,3,2,3,5,3,3,3,2,1,3,3,2,2,4,2,4,3,3,3,3,2,3,3,4,3,3,3,1,3,1,2,2
1081,0,1,22,3,2,3,2,2,1,4,3,3,5,3,3,3,3,4,2,5,3,3,4,4,4,3,3,2,3,3,2,2,1,1,3
1082,0,0,22,3,3,2,3,3,4,5,4,4,3,3,2,2,3,3,3,4,3,3,3,3,2,3,4,5,3,3,1,1,2,2,1
1083,1,1,22,3,4,4,1,4,2,2,5,5,3,5,4,2,4,5,4,3,3,3,3,3,5,3,3,4,4,2,2,2,2,2,2
1084,0,0,21,3,1,2,1,2,3,3,3,4,3,1,1,3,3,4,4,3,2,5,4,1,4,2,2,4,4,2,1,1,1,1,3
1085,0,1,18,3,4,3,4,4,2,1,2,4,5,5,3,5,3,3,4,3,3,4,3,3,2,4,4,3,5,4,3,1,1,2,1
1086,1,0,21,3,3,4,4,3,4,1,1,1,5,3,4,2,2,3,5,4,2,4,4,2,3,5,5,5,5,5,1,2,2,2,3
1087,1,1,18,3,2,3,5,5,4,3,1,2,3,4,4,3,5,4,4,3,3,3,5,4,4,4,2,2,3,4,3,3,2,2,2
1088,0,0,19,3,3,5,4,4,5,3,1,2,5,3,5,3,3,4,3,3,5,2,1,4,3,5,5,5,5,5,2,3,2,1,3
1089,0,1,18,3,4,3,4,4,3,4,5,4,2,5,3,2,4,3,5,2,3,3,3,1,2,4,2,2,2,2,1,3,3,4,1
1090,0,0,19,3,1,5,2,3,3,2,5,4,5,3,2,2,4,1,4,3,3,2,1,2,4,1,1,1,1,1,2,3,1,2,1
1091,1,1,18,3,3,1,2,1,1,5,4,5,1,1,1,5,2,4,4,4,3,4,4,4,3,3,3,3,4,3,4,1,3,3,3
1092,1,0,20,3,1,3,3,5,2,2,1,1,2,5,3,3,3,5,4,4,4,5,3,5,5,2,4,3,4,3,3,2,3,3,2
1093,0,1,21,3,3,1,1,1,3,2,3,5,4,5,4,1,4,4,2,2,4,2,3,3,3,3,2,4,3,3,1,2,3,1,2
1094,1,0,20,3,1,4,1,3,4,2,4,4,2,1,2,3,5,4,2,5,3,3,4,3,3,2,5,3,4,4,2,2,1,2,1
1095,0,1,21,3,1,2,5,2,2,3,3,3,3,3,1,3,2,3,2,3,2,3,3,3,4,3,2,3,3,4,1,2,2,1,2
1096,0,0,18,3,2,1,3,4,1,4,5,3,5,1,1,1,2,4,3,3,2,3,5,2,2,2,2,3,2,3,1,1,2,3,2
1097,0,1,20,3,1,1,3,1,2,4,5,4,2,1,1,2,3,3,3,4,3,3,2,3,3,2,4,3,2,4,1,2,1,1,3
1098,1,0,18,3,2,3,3,4,2,3,4,3,3,4,1,5,4,1,3,4,4,3,3,2,3,5,5,4,4,3,3,2,1,1,3
1099,1,1,22,3,4,2,1,1,1,3,1,2,2,1,1,4,4,3,3,3,5,4,5,3,4,3,3,4,3,4,3,2,1,2,2
1100,0,0,20,3,4,2,3,5,3,4,3,3,3,2,1,3,2,4,4,2,3,4,2,3,3,1,1,1,2,2,3,1,3,3,1
1101,1,1,22,3,2,3,2,3,3,4,1,3,2,4,2,1,2,4,5,2,2,3,3,2,5,2,3,2,1,1,1,1,3,3,2
1102,1,0,19,3,2,1,1,2,1,5,4,5,1,1,2,3,4,3,1,3,4,4,4,2,3,3,3,3,5,5,2,2,1,1,3
1103,0,1,19,3,3,1,2,1,1,4,3,5,1,1,3,1,3,4,4,3,3,5,4,3,2,3,3,4,4,3,1,1,2,3,2
1104,0,0,18,3,3,5,5,5,4,3,1,2,4,3,5,3,1,3,3,3,5,5,4,2,2,5,4,5,5,4,2,1,2,3,1
1105,0,1,18,3,3,3,2,2,3,2,5,2,3,2,2,4,2,5,4,3,3,4,2,4,4,1,3,3,2,1,3,2,4,3,1
1106,0,0,21,3,4,1,2,2,3,4,5,5,3,1,1,4,2,4,3,3,4,4,2,2,4,4,2,3,1,1,2,2,2,1,2
1107,0,1,19,3,3,5,3,2,4,1,4,2,3,5,5,3,4,4,5,3,3,5,1,1,2,2,4,3,4,4,3,3,3,4,2
1108,1,0,21,3,1,1,3,2,1,3,2,2,1,3,1,4,4,4,3,2,4,2,5,3,3,3,4,4,1,4,2,2,4,1,2
1109,0,1,22,3,1,2,2,2,1,5,2,5,3,1,2,3,3,3,1,5,5,3,3,3,3,4,5,3,5,4,3,2,3,1,3
1110,1,0,20,3,3,2,3,4,3,2,4,3,3,4,1,3,5,4,5,2,3,4,3,3,4,5,5,5,5,3,2,4,2,4,1
1111,1,1,19,3,1,3,3,1,4,1,4,3,3,1,4,4,5,4,2,1,2,3,4,2,4,3,3,1,4,1,3,3,3,1,1
1112,0,0,21,3,4,3,4,4,4,2,4,1,5,4,3,3,3,4,3,2,1,3,3,3,3,3,2,1,3,3,2,2,3,1,2
1113,0,1,18,3,1,3,2,1,2,5,3,5,2,2,2,4,3,4,1,3,5,4,3,3,3,2,3,4,3,4,4,2,3,1,2
1114,1,0,20,3,4,4,5,3,3,2,3,1,3,1,3,3,3,4,4,5,2,3,3,5,3,5,5,4,5,5,3,2,2,1,3
1115,1,1,22,3,2,3,3,4,4,2,1,4,4,3,4,4,2,3,4,4,5,3,4,3,4,3,2,3,3,2,3,2,2,2,2
1116,0,0,19,3,2,2,4,3,1,3,3,4,3,1,1,1,5,2,2,2,1,2,3,3,3,3,1,2,1,2,1,3,2,1,2
1117,1,1,18,3,2,4,3,3,2,3,3,2,4,4,4,3,2,4,4,4,3,3,2,4,5,3,1,2,1,2,1,2,2,2,2
1118,0,0,18,3,2,4,2,2,1,5,2,4,3,4,2,3,3,3,5,1,2,3,1,3,5,3,3,3,3,3,2,2,2,3,1
1119,0,1,22,3,1,4,4,2,5,2,5,4,3,5,4,3,4,2,4,3,3,1,4,2,3,4,2,5,5,3,1,3,1,4,1
1120,0,0,18,3,3,3,5,2,4,1,1,2,5,4,5,1,3,3,4,3,5,3,4,3,5,1,2,1,1,1,1,2,2,3,1
1121,0,1,21,3,1,3,5,2,4,3,2,3,5,5,5,1,2,2,4,2,4,3,3,2,1,4,4,5,2,3,1,2,1,3,1
1122,1,0,18,3,4,2,3,4,5,1,1,2,4,3,2,5,4,4,3,3,3,3,4,4,4,5,5,3,5,4,3,2,3,3,2
1123,0,1,18,3,1,4,4,5,5,1,2,1,4,5,4,4,4,2,3,2,2,1,4,2,2,5,2,2,3,3,3,2,1,3,2
1124,0,0,22,3,1,4,3,5,3,1,2,1,5,5,5,3,2,1,3,2,4,3,2,4,4,1,1,1,1,1,3,1,2,2,1
1125,1,1,19,3,4,1,1,3,3,5,5,5,2,3,1,3,4,4,5,3,3,4,2,4,4,1,1,3,1,5,3,3,3,2,2
1126,1,0,22,3,2,2,4,5,5,2,4,1,2,3,5,3,3,2,4,2,4,3,5,4,4,4,4,5,4,3,3,2,1,3,1
1127,1,1,21,3,2,4,1,1,5,3,3,3,4,3,1,4,1,4,4,4,2,3,4,3,5,2,2,2,2,2,4,1,2,2,4
1128,0,0,22,3,2,1,1,2,1,4,4,4,3,1,2,4,2,5,4,3,3,3,3,3,4,3,4,4,3,4,2,1,4,3,1
1129,0,1,21,3,3,5,5,5,4,2,2,5,3,5,2,2,2,3,3,3,4,3,5,2,4,4,4,4,4,3,1,1,1,1,2
1130,0,0,18,3,4,3,2,4,3,3,1,5,2,3,5,2,2,5,3,3,4,2,3,2,3,2,2,1,2,2,1,1,4,1,1
1131,1,1,19,3,4,2,3,1,1,5,5,4,1,3,3,4,5,3,4,3,5,1,5,5,3,2,2,4,3,3,2,2,1,3,3
1132,0,0,22,3,1,5,3,4,4,2,1,4,4,2,2,1,1,4,4,4,2,3,3,2,3,2,3,1,2,2,1,1,1,2,2
1133,1,1,18,3,3,3,5,3,3,2,3,3,4,4,4,4,3,3,5,4,3,3,2,2,4,5,4,5,5,3,3,2,2,4,3
1134,0,0,21,3,2,1,4,2,4,5,4,5,3,4,3,3,2,1,2,3,2,5,3,3,3,3,1,2,2,4,1,2,1,1,3
1135,0,1,18,3,3,3,5,5,5,4,2,2,3,5,3,1,3,2,2,3,2,3,3,3,3,3,2,3,5,4,1,1,1,1,1
1136,0,0,22,3,4,3,3,3,5,3,2,3,3,4,4,4,5,3,3,1,3,2,2,1,4,2,2,2,1,1,4,4,1,2,1
